image,label
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030514224_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030514224_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030334508_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030334508_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030517951_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030517951_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030347011_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030347011_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030343911_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030343911_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030458341_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030458341_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030348375_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030348375_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030440116_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030440116_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030332116_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030332116_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030510525_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030510525_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030511389_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030511389_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030452897_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030452897_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030443323_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030443323_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030404438_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030404438_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030418893_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030418893_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030313825_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030313825_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030509805_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030509805_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030503901_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030503901_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030336900_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030336900_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030337732_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030337732_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030333572_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030333572_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030420721_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030420721_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030501129_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030501129_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030352075_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030352075_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030358419_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030358419_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030425187_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030425187_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030318081_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030318081_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030327672_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030327672_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030328168_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030328168_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030505917_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030505917_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030337836_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030337836_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030408600_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030408600_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030433366_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030433366_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030408140_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030408140_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030423552_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030423552_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030512540_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030512540_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030447166_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030447166_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030516024_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030516024_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030358939_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030358939_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030317097_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030317097_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030350483_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030350483_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030339200_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030339200_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030342795_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030342795_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030328892_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030328892_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030331804_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030331804_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030328416_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030328416_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030455269_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030455269_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030449077_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030449077_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030441016_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030441016_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030355819_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030355819_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030333468_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030333468_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030457849_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030457849_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030414250_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030414250_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030439666_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030439666_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030327920_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030327920_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030458997_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030458997_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030402459_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030402459_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030439516_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030439516_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030512108_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030512108_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030330452_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030330452_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030419380_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030419380_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030338084_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030338084_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030323208_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030323208_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030326928_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030326928_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030444300_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030444300_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030404726_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030404726_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030433216_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030433216_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030359459_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030359459_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030513260_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030513260_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030458013_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030458013_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030314323_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030314323_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030355195_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030355195_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030312570_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030312570_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030349987_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030349987_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030328044_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030328044_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030426557_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030426557_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030337108_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030337108_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030328540_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030328540_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030412280_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030412280_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030510237_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030510237_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030413410_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030413410_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030407680_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030407680_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030441700_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030441700_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030357795_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030357795_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030405734_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030405734_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030505485_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030505485_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030319884_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030319884_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030441187_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030441187_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030436366_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030436366_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030420870_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030420870_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030351847_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030351847_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030512396_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030512396_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030431416_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030431416_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030453553_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030453553_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030337524_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030337524_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030355715_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030355715_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030329308_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030329308_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030501457_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030501457_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030449622_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030449622_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030334820_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030334820_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030510381_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030510381_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030500309_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030500309_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030356235_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030356235_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030436816_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030436816_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030331180_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030331180_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030359251_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030359251_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030428026_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030428026_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030323456_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030323456_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030507213_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030507213_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030508797_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030508797_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030421466_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030421466_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030352699_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030352699_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030458669_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030458669_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030357067_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030357067_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030419827_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030419827_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030342671_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030342671_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030503037_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030503037_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030424637_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030424637_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030458177_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030458177_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030322960_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030322960_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030504909_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030504909_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030338580_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030338580_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030431246_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030431246_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030311068_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030311068_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030432016_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030432016_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030420423_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030420423_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030352387_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030352387_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030439816_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030439816_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030416020_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030416020_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030414880_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030414880_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030348251_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030348251_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030329828_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030329828_Camera_6_bin.png
/root/data/LaneSeg/Image_Data/Road03/Record006/Camera 6/171206_030513568_Camera_6.jpg,/root/data/LaneSeg/Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030513568_Camera_6_bin.png
